t;ncases;oid_;pop19;tx;lon;lat
03/02/2021;706;146;51461;1371,91;-8,640535294;39,91392103
04/02/2021;647;146;51461;1257,26;-8,640535294;39,91392103
05/02/2021;599;146;51461;1163,99;-8,640535294;39,91392103
06/02/2021;540;146;51461;1049,34;-8,640535294;39,91392103
07/02/2021;500;146;51461;971,61;-8,640535294;39,91392103
08/02/2021;483;146;51461;938,57;-8,640535294;39,91392103
09/02/2021;448;146;51461;870,56;-8,640535294;39,91392103
10/02/2021;391;146;51461;759,8;-8,640535294;39,91392103
11/02/2021;348;146;51461;676,24;-8,640535294;39,91392103
12/02/2021;275;146;51461;534,39;-8,640535294;39,91392103
13/02/2021;240;146;51461;466,37;-8,640535294;39,91392103
14/02/2021;219;146;51461;425,56;-8,640535294;39,91392103
15/02/2021;204;146;51461;396,42;-8,640535294;39,91392103
16/02/2021;179;146;51461;347,84;-8,640535294;39,91392103
17/02/2021;146;146;51461;283,71;-8,640535294;39,91392103
18/02/2021;133;146;51461;258,45;-8,640535294;39,91392103
19/02/2021;130;146;51461;252,62;-8,640535294;39,91392103
20/02/2021;127;146;51461;246,79;-8,640535294;39,91392103
21/02/2021;125;146;51461;242,9;-8,640535294;39,91392103
22/02/2021;118;146;51461;229,3;-8,640535294;39,91392103
23/02/2021;106;146;51461;205,98;-8,640535294;39,91392103
24/02/2021;107;146;51461;207,92;-8,640535294;39,91392103
25/02/2021;104;146;51461;202,09;-8,640535294;39,91392103
26/02/2021;102;146;51461;198,21;-8,640535294;39,91392103
27/02/2021;102;146;51461;198,21;-8,640535294;39,91392103
28/02/2021;102;146;51461;198,21;-8,640535294;39,91392103
01/03/2021;98;146;51461;190,44;-8,640535294;39,91392103
02/03/2021;94;146;51461;182,66;-8,640535294;39,91392103
03/03/2021;91;146;51461;176,83;-8,640535294;39,91392103
04/03/2021;89;146;51461;172,95;-8,640535294;39,91392103
05/03/2021;68;146;51461;132,14;-8,640535294;39,91392103
06/03/2021;70;146;51461;136,03;-8,640535294;39,91392103
07/03/2021;69;146;51461;134,08;-8,640535294;39,91392103
08/03/2021;66;146;51461;128,25;-8,640535294;39,91392103
09/03/2021;61;146;51461;118,54;-8,640535294;39,91392103
10/03/2021;55;146;51461;106,88;-8,640535294;39,91392103
11/03/2021;48;146;51461;93,27;-8,640535294;39,91392103
12/03/2021;43;146;51461;83,56;-8,640535294;39,91392103
13/03/2021;40;146;51461;77,73;-8,640535294;39,91392103
14/03/2021;40;146;51461;77,73;-8,640535294;39,91392103
15/03/2021;38;146;51461;73,84;-8,640535294;39,91392103
16/03/2021;38;146;51461;73,84;-8,640535294;39,91392103
17/03/2021;36;146;51461;69,96;-8,640535294;39,91392103
18/03/2021;32;146;51461;62,18;-8,640535294;39,91392103
19/03/2021;29;146;51461;56,35;-8,640535294;39,91392103
20/03/2021;18;146;51461;34,98;-8,640535294;39,91392103
21/03/2021;18;146;51461;34,98;-8,640535294;39,91392103
22/03/2021;15;146;51461;29,15;-8,640535294;39,91392103
23/03/2021;14;146;51461;27,21;-8,640535294;39,91392103
24/03/2021;11;146;51461;21,38;-8,640535294;39,91392103
25/03/2021;13;146;51461;25,26;-8,640535294;39,91392103
26/03/2021;13;146;51461;25,26;-8,640535294;39,91392103
27/03/2021;12;146;51461;23,32;-8,640535294;39,91392103
28/03/2021;12;146;51461;23,32;-8,640535294;39,91392103
29/03/2021;11;146;51461;21,38;-8,640535294;39,91392103
30/03/2021;10;146;51461;19,43;-8,640535294;39,91392103
31/03/2021;10;146;51461;19,43;-8,640535294;39,91392103
01/04/2021;8;146;51461;15,55;-8,640535294;39,91392103
02/04/2021;9;146;51461;17,49;-8,640535294;39,91392103
03/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
04/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
05/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
06/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
07/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
08/04/2021;9;146;51461;17,49;-8,640535294;39,91392103
09/04/2021;8;146;51461;15,55;-8,640535294;39,91392103
10/04/2021;8;146;51461;15,55;-8,640535294;39,91392103
11/04/2021;9;146;51461;17,49;-8,640535294;39,91392103
12/04/2021;9;146;51461;17,49;-8,640535294;39,91392103
13/04/2021;9;146;51461;17,49;-8,640535294;39,91392103
14/04/2021;12;146;51461;23,32;-8,640535294;39,91392103
15/04/2021;13;146;51461;25,26;-8,640535294;39,91392103
16/04/2021;13;146;51461;25,26;-8,640535294;39,91392103
17/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
18/04/2021;12;146;51461;23,32;-8,640535294;39,91392103
19/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
20/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
21/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
22/04/2021;10;146;51461;19,43;-8,640535294;39,91392103
23/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
24/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
25/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
26/04/2021;12;146;51461;23,32;-8,640535294;39,91392103
27/04/2021;12;146;51461;23,32;-8,640535294;39,91392103
28/04/2021;11;146;51461;21,38;-8,640535294;39,91392103
29/04/2021;13;146;51461;25,26;-8,640535294;39,91392103
30/04/2021;14;146;51461;27,21;-8,640535294;39,91392103
01/05/2021;13;146;51461;25,26;-8,640535294;39,91392103
02/05/2021;13;146;51461;25,26;-8,640535294;39,91392103
03/05/2021;14;146;51461;27,21;-8,640535294;39,91392103
04/05/2021;14;146;51461;27,21;-8,640535294;39,91392103
05/05/2021;15;146;51461;29,15;-8,640535294;39,91392103
06/05/2021;17;146;51461;33,03;-8,640535294;39,91392103
07/05/2021;19;146;51461;36,92;-8,640535294;39,91392103
08/05/2021;23;146;51461;44,69;-8,640535294;39,91392103
09/05/2021;22;146;51461;42,75;-8,640535294;39,91392103
10/05/2021;22;146;51461;42,75;-8,640535294;39,91392103
11/05/2021;25;146;51461;48,58;-8,640535294;39,91392103
12/05/2021;25;146;51461;48,58;-8,640535294;39,91392103
13/05/2021;23;146;51461;44,69;-8,640535294;39,91392103
14/05/2021;21;146;51461;40,81;-8,640535294;39,91392103
15/05/2021;23;146;51461;44,69;-8,640535294;39,91392103
16/05/2021;22;146;51461;42,75;-8,640535294;39,91392103
17/05/2021;21;146;51461;40,81;-8,640535294;39,91392103
18/05/2021;21;146;51461;40,81;-8,640535294;39,91392103
19/05/2021;22;146;51461;42,75;-8,640535294;39,91392103
20/05/2021;21;146;51461;40,81;-8,640535294;39,91392103
21/05/2021;19;146;51461;36,92;-8,640535294;39,91392103
22/05/2021;18;146;51461;34,98;-8,640535294;39,91392103
23/05/2021;18;146;51461;34,98;-8,640535294;39,91392103
24/05/2021;17;146;51461;33,03;-8,640535294;39,91392103
25/05/2021;20;146;51461;38,86;-8,640535294;39,91392103
15/01/2021;301;147;23275;1293,23;-8,823525176;39,60413835
16/01/2021;318;147;23275;1366,27;-8,823525176;39,60413835
17/01/2021;316;147;23275;1357,68;-8,823525176;39,60413835
18/01/2021;329;147;23275;1413,53;-8,823525176;39,60413835
19/01/2021;355;147;23275;1525,24;-8,823525176;39,60413835
20/01/2021;358;147;23275;1538,13;-8,823525176;39,60413835
21/01/2021;369;147;23275;1585,39;-8,823525176;39,60413835
22/01/2021;387;147;23275;1662,73;-8,823525176;39,60413835
23/01/2021;406;147;23275;1744,36;-8,823525176;39,60413835
24/01/2021;417;147;23275;1791,62;-8,823525176;39,60413835
25/01/2021;429;147;23275;1843,18;-8,823525176;39,60413835
26/01/2021;451;147;23275;1937,7;-8,823525176;39,60413835
27/01/2021;417;147;23275;1791,62;-8,823525176;39,60413835
28/01/2021;405;147;23275;1740,06;-8,823525176;39,60413835
29/01/2021;392;147;23275;1684,21;-8,823525176;39,60413835
30/01/2021;389;147;23275;1671,32;-8,823525176;39,60413835
31/01/2021;381;147;23275;1636,95;-8,823525176;39,60413835
01/02/2021;379;147;23275;1628,36;-8,823525176;39,60413835
02/02/2021;341;147;23275;1465,09;-8,823525176;39,60413835
03/02/2021;315;147;23275;1353,38;-8,823525176;39,60413835
04/02/2021;290;147;23275;1245,97;-8,823525176;39,60413835
05/02/2021;265;147;23275;1138,56;-8,823525176;39,60413835
06/02/2021;241;147;23275;1035,45;-8,823525176;39,60413835
07/02/2021;224;147;23275;962,41;-8,823525176;39,60413835
08/02/2021;205;147;23275;880,77;-8,823525176;39,60413835
09/02/2021;155;147;23275;665,95;-8,823525176;39,60413835
10/02/2021;138;147;23275;592,91;-8,823525176;39,60413835
11/02/2021;130;147;23275;558,54;-8,823525176;39,60413835
12/02/2021;115;147;23275;494,09;-8,823525176;39,60413835
13/02/2021;94;147;23275;403,87;-8,823525176;39,60413835
14/02/2021;93;147;23275;399,57;-8,823525176;39,60413835
15/02/2021;81;147;23275;348,01;-8,823525176;39,60413835
16/02/2021;64;147;23275;274,97;-8,823525176;39,60413835
17/02/2021;53;147;23275;227,71;-8,823525176;39,60413835
18/02/2021;48;147;23275;206,23;-8,823525176;39,60413835
19/02/2021;48;147;23275;206,23;-8,823525176;39,60413835
20/02/2021;43;147;23275;184,75;-8,823525176;39,60413835
21/02/2021;43;147;23275;184,75;-8,823525176;39,60413835
22/02/2021;42;147;23275;180,45;-8,823525176;39,60413835
23/02/2021;40;147;23275;171,86;-8,823525176;39,60413835
24/02/2021;40;147;23275;171,86;-8,823525176;39,60413835
25/02/2021;34;147;23275;146,08;-8,823525176;39,60413835
26/02/2021;27;147;23275;116;-8,823525176;39,60413835
27/02/2021;28;147;23275;120,3;-8,823525176;39,60413835
28/02/2021;27;147;23275;116;-8,823525176;39,60413835
01/03/2021;26;147;23275;111,71;-8,823525176;39,60413835
02/03/2021;25;147;23275;107,41;-8,823525176;39,60413835
03/03/2021;24;147;23275;103,11;-8,823525176;39,60413835
04/03/2021;19;147;23275;81,63;-8,823525176;39,60413835
05/03/2021;14;147;23275;60,15;-8,823525176;39,60413835
06/03/2021;12;147;23275;51,56;-8,823525176;39,60413835
07/03/2021;13;147;23275;55,85;-8,823525176;39,60413835
08/03/2021;13;147;23275;55,85;-8,823525176;39,60413835
09/03/2021;14;147;23275;60,15;-8,823525176;39,60413835
10/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
11/03/2021;12;147;23275;51,56;-8,823525176;39,60413835
12/03/2021;12;147;23275;51,56;-8,823525176;39,60413835
13/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
14/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
15/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
16/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
17/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
18/03/2021;12;147;23275;51,56;-8,823525176;39,60413835
19/03/2021;13;147;23275;55,85;-8,823525176;39,60413835
20/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
21/03/2021;10;147;23275;42,96;-8,823525176;39,60413835
22/03/2021;10;147;23275;42,96;-8,823525176;39,60413835
23/03/2021;5;147;23275;21,48;-8,823525176;39,60413835
24/03/2021;5;147;23275;21,48;-8,823525176;39,60413835
25/03/2021;5;147;23275;21,48;-8,823525176;39,60413835
26/03/2021;6;147;23275;25,78;-8,823525176;39,60413835
27/03/2021;10;147;23275;42,96;-8,823525176;39,60413835
28/03/2021;11;147;23275;47,26;-8,823525176;39,60413835
29/03/2021;15;147;23275;64,45;-8,823525176;39,60413835
30/03/2021;15;147;23275;64,45;-8,823525176;39,60413835
31/03/2021;15;147;23275;64,45;-8,823525176;39,60413835
01/04/2021;19;147;23275;81,63;-8,823525176;39,60413835
02/04/2021;18;147;23275;77,34;-8,823525176;39,60413835
03/04/2021;18;147;23275;77,34;-8,823525176;39,60413835
04/04/2021;18;147;23275;77,34;-8,823525176;39,60413835
05/04/2021;21;147;23275;90,23;-8,823525176;39,60413835
06/04/2021;30;147;23275;128,89;-8,823525176;39,60413835
07/04/2021;31;147;23275;133,19;-8,823525176;39,60413835
08/04/2021;30;147;23275;128,89;-8,823525176;39,60413835
09/04/2021;29;147;23275;124,6;-8,823525176;39,60413835
10/04/2021;25;147;23275;107,41;-8,823525176;39,60413835
11/04/2021;24;147;23275;103,11;-8,823525176;39,60413835
12/04/2021;22;147;23275;94,52;-8,823525176;39,60413835
13/04/2021;22;147;23275;94,52;-8,823525176;39,60413835
14/04/2021;22;147;23275;94,52;-8,823525176;39,60413835
15/04/2021;17;147;23275;73,04;-8,823525176;39,60413835
16/04/2021;17;147;23275;73,04;-8,823525176;39,60413835
17/04/2021;17;147;23275;73,04;-8,823525176;39,60413835
18/04/2021;17;147;23275;73,04;-8,823525176;39,60413835
19/04/2021;14;147;23275;60,15;-8,823525176;39,60413835
20/04/2021;5;147;23275;21,48;-8,823525176;39,60413835
21/04/2021;5;147;23275;21,48;-8,823525176;39,60413835
22/04/2021;6;147;23275;25,78;-8,823525176;39,60413835
23/04/2021;7;147;23275;30,08;-8,823525176;39,60413835
24/04/2021;6;147;23275;25,78;-8,823525176;39,60413835
25/04/2021;6;147;23275;25,78;-8,823525176;39,60413835
26/04/2021;6;147;23275;25,78;-8,823525176;39,60413835
27/04/2021;6;147;23275;25,78;-8,823525176;39,60413835
28/04/2021;7;147;23275;30,08;-8,823525176;39,60413835
29/04/2021;7;147;23275;30,08;-8,823525176;39,60413835
30/04/2021;8;147;23275;34,37;-8,823525176;39,60413835
01/05/2021;9;147;23275;38,67;-8,823525176;39,60413835
02/05/2021;9;147;23275;38,67;-8,823525176;39,60413835
03/05/2021;10;147;23275;42,96;-8,823525176;39,60413835
04/05/2021;11;147;23275;47,26;-8,823525176;39,60413835
05/05/2021;10;147;23275;42,96;-8,823525176;39,60413835
06/05/2021;10;147;23275;42,96;-8,823525176;39,60413835
07/05/2021;12;147;23275;51,56;-8,823525176;39,60413835
08/05/2021;12;147;23275;51,56;-8,823525176;39,60413835
09/05/2021;12;147;23275;51,56;-8,823525176;39,60413835
10/05/2021;10;147;23275;42,96;-8,823525176;39,60413835
11/05/2021;9;147;23275;38,67;-8,823525176;39,60413835
12/05/2021;8;147;23275;34,37;-8,823525176;39,60413835
13/05/2021;8;147;23275;34,37;-8,823525176;39,60413835
14/05/2021;7;147;23275;30,08;-8,823525176;39,60413835
15/05/2021;6;147;23275;25,78;-8,823525176;39,60413835
16/05/2021;6;147;23275;25,78;-8,823525176;39,60413835
17/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
18/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
19/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
20/05/2021;7;147;23275;30,08;-8,823525176;39,60413835
21/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
22/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
23/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
24/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
25/05/2021;5;147;23275;21,48;-8,823525176;39,60413835
15/01/2021;376;148;44052;853,54;-8,995657203;39,06131822
16/01/2021;411;148;44052;932,99;-8,995657203;39,06131822
17/01/2021;411;148;44052;932,99;-8,995657203;39,06131822
18/01/2021;445;148;44052;1010,17;-8,995657203;39,06131822
19/01/2021;492;148;44052;1116,86;-8,995657203;39,06131822
20/01/2021;481;148;44052;1091,89;-8,995657203;39,06131822
21/01/2021;531;148;44052;1205,39;-8,995657203;39,06131822
22/01/2021;538;148;44052;1221,28;-8,995657203;39,06131822
23/01/2021;547;148;44052;1241,71;-8,995657203;39,06131822
24/01/2021;567;148;44052;1287,12;-8,995657203;39,06131822
25/01/2021;623;148;44052;1414,24;-8,995657203;39,06131822
26/01/2021;639;148;44052;1450,56;-8,995657203;39,06131822
27/01/2021;764;148;44052;1734,31;-8,995657203;39,06131822
28/01/2021;784;148;44052;1779,71;-8,995657203;39,06131822
29/01/2021;782;148;44052;1775,17;-8,995657203;39,06131822
30/01/2021;804;148;44052;1825,12;-8,995657203;39,06131822
31/01/2021;824;148;44052;1870,52;-8,995657203;39,06131822
01/02/2021;793;148;44052;1800,15;-8,995657203;39,06131822
02/02/2021;771;148;44052;1750,2;-8,995657203;39,06131822
03/02/2021;767;148;44052;1741,12;-8,995657203;39,06131822
04/02/2021;724;148;44052;1643,51;-8,995657203;39,06131822
05/02/2021;717;148;44052;1627,62;-8,995657203;39,06131822
06/02/2021;718;148;44052;1629,89;-8,995657203;39,06131822
07/02/2021;692;148;44052;1570,87;-8,995657203;39,06131822
08/02/2021;625;148;44052;1418,78;-8,995657203;39,06131822
09/02/2021;592;148;44052;1343,87;-8,995657203;39,06131822
10/02/2021;455;148;44052;1032,87;-8,995657203;39,06131822
11/02/2021;412;148;44052;935,26;-8,995657203;39,06131822
12/02/2021;397;148;44052;901,21;-8,995657203;39,06131822
13/02/2021;340;148;44052;771,82;-8,995657203;39,06131822
14/02/2021;313;148;44052;710,52;-8,995657203;39,06131822
15/02/2021;308;148;44052;699,17;-8,995657203;39,06131822
16/02/2021;263;148;44052;597,02;-8,995657203;39,06131822
17/02/2021;234;148;44052;531,19;-8,995657203;39,06131822
18/02/2021;213;148;44052;483,52;-8,995657203;39,06131822
19/02/2021;193;148;44052;438,12;-8,995657203;39,06131822
20/02/2021;161;148;44052;365,48;-8,995657203;39,06131822
21/02/2021;159;148;44052;360,94;-8,995657203;39,06131822
22/02/2021;152;148;44052;345,05;-8,995657203;39,06131822
23/02/2021;145;148;44052;329,16;-8,995657203;39,06131822
24/02/2021;141;148;44052;320,08;-8,995657203;39,06131822
25/02/2021;117;148;44052;265,6;-8,995657203;39,06131822
26/02/2021;119;148;44052;270,14;-8,995657203;39,06131822
27/02/2021;122;148;44052;276,95;-8,995657203;39,06131822
28/02/2021;122;148;44052;276,95;-8,995657203;39,06131822
01/03/2021;118;148;44052;267,87;-8,995657203;39,06131822
02/03/2021;118;148;44052;267,87;-8,995657203;39,06131822
03/03/2021;109;148;44052;247,43;-8,995657203;39,06131822
04/03/2021;115;148;44052;261,06;-8,995657203;39,06131822
05/03/2021;109;148;44052;247,43;-8,995657203;39,06131822
06/03/2021;107;148;44052;242,89;-8,995657203;39,06131822
07/03/2021;106;148;44052;240,62;-8,995657203;39,06131822
08/03/2021;97;148;44052;220,19;-8,995657203;39,06131822
09/03/2021;84;148;44052;190,68;-8,995657203;39,06131822
10/03/2021;76;148;44052;172,52;-8,995657203;39,06131822
11/03/2021;74;148;44052;167,98;-8,995657203;39,06131822
12/03/2021;62;148;44052;140,74;-8,995657203;39,06131822
13/03/2021;61;148;44052;138,47;-8,995657203;39,06131822
14/03/2021;59;148;44052;133,93;-8,995657203;39,06131822
15/03/2021;57;148;44052;129,39;-8,995657203;39,06131822
16/03/2021;47;148;44052;106,69;-8,995657203;39,06131822
17/03/2021;41;148;44052;93,07;-8,995657203;39,06131822
18/03/2021;27;148;44052;61,29;-8,995657203;39,06131822
19/03/2021;24;148;44052;54,48;-8,995657203;39,06131822
20/03/2021;21;148;44052;47,67;-8,995657203;39,06131822
21/03/2021;20;148;44052;45,4;-8,995657203;39,06131822
22/03/2021;20;148;44052;45,4;-8,995657203;39,06131822
23/03/2021;18;148;44052;40,86;-8,995657203;39,06131822
24/03/2021;17;148;44052;38,59;-8,995657203;39,06131822
25/03/2021;20;148;44052;45,4;-8,995657203;39,06131822
26/03/2021;16;148;44052;36,32;-8,995657203;39,06131822
27/03/2021;12;148;44052;27,24;-8,995657203;39,06131822
28/03/2021;13;148;44052;29,51;-8,995657203;39,06131822
29/03/2021;13;148;44052;29,51;-8,995657203;39,06131822
30/03/2021;16;148;44052;36,32;-8,995657203;39,06131822
31/03/2021;18;148;44052;40,86;-8,995657203;39,06131822
01/04/2021;19;148;44052;43,13;-8,995657203;39,06131822
02/04/2021;18;148;44052;40,86;-8,995657203;39,06131822
03/04/2021;20;148;44052;45,4;-8,995657203;39,06131822
04/04/2021;20;148;44052;45,4;-8,995657203;39,06131822
05/04/2021;20;148;44052;45,4;-8,995657203;39,06131822
06/04/2021;20;148;44052;45,4;-8,995657203;39,06131822
07/04/2021;19;148;44052;43,13;-8,995657203;39,06131822
08/04/2021;17;148;44052;38,59;-8,995657203;39,06131822
09/04/2021;19;148;44052;43,13;-8,995657203;39,06131822
10/04/2021;19;148;44052;43,13;-8,995657203;39,06131822
11/04/2021;18;148;44052;40,86;-8,995657203;39,06131822
12/04/2021;18;148;44052;40,86;-8,995657203;39,06131822
13/04/2021;15;148;44052;34,05;-8,995657203;39,06131822
14/04/2021;14;148;44052;31,78;-8,995657203;39,06131822
15/04/2021;12;148;44052;27,24;-8,995657203;39,06131822
16/04/2021;12;148;44052;27,24;-8,995657203;39,06131822
17/04/2021;10;148;44052;22,7;-8,995657203;39,06131822
18/04/2021;10;148;44052;22,7;-8,995657203;39,06131822
19/04/2021;9;148;44052;20,43;-8,995657203;39,06131822
20/04/2021;13;148;44052;29,51;-8,995657203;39,06131822
21/04/2021;13;148;44052;29,51;-8,995657203;39,06131822
22/04/2021;27;148;44052;61,29;-8,995657203;39,06131822
23/04/2021;25;148;44052;56,75;-8,995657203;39,06131822
24/04/2021;28;148;44052;63,56;-8,995657203;39,06131822
25/04/2021;28;148;44052;63,56;-8,995657203;39,06131822
26/04/2021;27;148;44052;61,29;-8,995657203;39,06131822
27/04/2021;30;148;44052;68,1;-8,995657203;39,06131822
28/04/2021;35;148;44052;79,45;-8,995657203;39,06131822
29/04/2021;36;148;44052;81,72;-8,995657203;39,06131822
30/04/2021;35;148;44052;79,45;-8,995657203;39,06131822
01/05/2021;37;148;44052;83,99;-8,995657203;39,06131822
02/05/2021;37;148;44052;83,99;-8,995657203;39,06131822
03/05/2021;39;148;44052;88,53;-8,995657203;39,06131822
04/05/2021;35;148;44052;79,45;-8,995657203;39,06131822
05/05/2021;33;148;44052;74,91;-8,995657203;39,06131822
06/05/2021;21;148;44052;47,67;-8,995657203;39,06131822
07/05/2021;21;148;44052;47,67;-8,995657203;39,06131822
08/05/2021;18;148;44052;40,86;-8,995657203;39,06131822
09/05/2021;18;148;44052;40,86;-8,995657203;39,06131822
10/05/2021;18;148;44052;40,86;-8,995657203;39,06131822
11/05/2021;15;148;44052;34,05;-8,995657203;39,06131822
12/05/2021;9;148;44052;20,43;-8,995657203;39,06131822
13/05/2021;15;148;44052;34,05;-8,995657203;39,06131822
14/05/2021;20;148;44052;45,4;-8,995657203;39,06131822
15/05/2021;18;148;44052;40,86;-8,995657203;39,06131822
16/05/2021;19;148;44052;43,13;-8,995657203;39,06131822
17/05/2021;17;148;44052;38,59;-8,995657203;39,06131822
18/05/2021;17;148;44052;38,59;-8,995657203;39,06131822
19/05/2021;18;148;44052;40,86;-8,995657203;39,06131822
20/05/2021;16;148;44052;36,32;-8,995657203;39,06131822
21/05/2021;22;148;44052;49,94;-8,995657203;39,06131822
22/05/2021;23;148;44052;52,21;-8,995657203;39,06131822
23/05/2021;24;148;44052;54,48;-8,995657203;39,06131822
24/05/2021;25;148;44052;56,75;-8,995657203;39,06131822
25/05/2021;32;148;44052;72,64;-8,995657203;39,06131822
15/01/2021;213;149;15412;1382,04;-9,069829686;38,99312108
16/01/2021;241;149;15412;1563,72;-9,069829686;38,99312108
17/01/2021;243;149;15412;1576,69;-9,069829686;38,99312108
18/01/2021;262;149;15412;1699,97;-9,069829686;38,99312108
19/01/2021;262;149;15412;1699,97;-9,069829686;38,99312108
20/01/2021;266;149;15412;1725,93;-9,069829686;38,99312108
21/01/2021;264;149;15412;1712,95;-9,069829686;38,99312108
22/01/2021;292;149;15412;1894,63;-9,069829686;38,99312108
23/01/2021;296;149;15412;1920,58;-9,069829686;38,99312108
24/01/2021;305;149;15412;1978,98;-9,069829686;38,99312108
25/01/2021;317;149;15412;2056,84;-9,069829686;38,99312108
26/01/2021;319;149;15412;2069,82;-9,069829686;38,99312108
27/01/2021;331;149;15412;2147,68;-9,069829686;38,99312108
28/01/2021;346;149;15412;2245;-9,069829686;38,99312108
29/01/2021;334;149;15412;2167,14;-9,069829686;38,99312108
30/01/2021;327;149;15412;2121,72;-9,069829686;38,99312108
31/01/2021;328;149;15412;2128,21;-9,069829686;38,99312108
01/02/2021;315;149;15412;2043,86;-9,069829686;38,99312108
02/02/2021;308;149;15412;1998,44;-9,069829686;38,99312108
03/02/2021;294;149;15412;1907,6;-9,069829686;38,99312108
04/02/2021;286;149;15412;1855,7;-9,069829686;38,99312108
05/02/2021;259;149;15412;1680,51;-9,069829686;38,99312108
06/02/2021;250;149;15412;1622,11;-9,069829686;38,99312108
07/02/2021;240;149;15412;1557,23;-9,069829686;38,99312108
08/02/2021;216;149;15412;1401,51;-9,069829686;38,99312108
09/02/2021;194;149;15412;1258,76;-9,069829686;38,99312108
10/02/2021;169;149;15412;1096,55;-9,069829686;38,99312108
11/02/2021;144;149;15412;934,34;-9,069829686;38,99312108
12/02/2021;128;149;15412;830,52;-9,069829686;38,99312108
13/02/2021;104;149;15412;674,8;-9,069829686;38,99312108
14/02/2021;96;149;15412;622,89;-9,069829686;38,99312108
15/02/2021;89;149;15412;577,47;-9,069829686;38,99312108
16/02/2021;75;149;15412;486,63;-9,069829686;38,99312108
17/02/2021;67;149;15412;434,73;-9,069829686;38,99312108
18/02/2021;57;149;15412;369,84;-9,069829686;38,99312108
19/02/2021;53;149;15412;343,89;-9,069829686;38,99312108
20/02/2021;47;149;15412;304,96;-9,069829686;38,99312108
21/02/2021;50;149;15412;324,42;-9,069829686;38,99312108
22/02/2021;48;149;15412;311,45;-9,069829686;38,99312108
23/02/2021;46;149;15412;298,47;-9,069829686;38,99312108
24/02/2021;40;149;15412;259,54;-9,069829686;38,99312108
25/02/2021;38;149;15412;246,56;-9,069829686;38,99312108
26/02/2021;35;149;15412;227,1;-9,069829686;38,99312108
27/02/2021;37;149;15412;240,07;-9,069829686;38,99312108
28/02/2021;39;149;15412;253,05;-9,069829686;38,99312108
01/03/2021;36;149;15412;233,58;-9,069829686;38,99312108
02/03/2021;37;149;15412;240,07;-9,069829686;38,99312108
03/03/2021;31;149;15412;201,14;-9,069829686;38,99312108
04/03/2021;26;149;15412;168,7;-9,069829686;38,99312108
05/03/2021;22;149;15412;142,75;-9,069829686;38,99312108
06/03/2021;19;149;15412;123,28;-9,069829686;38,99312108
07/03/2021;14;149;15412;90,84;-9,069829686;38,99312108
08/03/2021;10;149;15412;64,88;-9,069829686;38,99312108
09/03/2021;8;149;15412;51,91;-9,069829686;38,99312108
10/03/2021;8;149;15412;51,91;-9,069829686;38,99312108
11/03/2021;9;149;15412;58,4;-9,069829686;38,99312108
12/03/2021;9;149;15412;58,4;-9,069829686;38,99312108
13/03/2021;7;149;15412;45,42;-9,069829686;38,99312108
14/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
15/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
16/03/2021;3;149;15412;19,47;-9,069829686;38,99312108
17/03/2021;3;149;15412;19,47;-9,069829686;38,99312108
18/03/2021;2;149;15412;12,98;-9,069829686;38,99312108
19/03/2021;2;149;15412;12,98;-9,069829686;38,99312108
20/03/2021;3;149;15412;19,47;-9,069829686;38,99312108
21/03/2021;3;149;15412;19,47;-9,069829686;38,99312108
22/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
23/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
24/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
25/03/2021;4;149;15412;25,95;-9,069829686;38,99312108
26/03/2021;4;149;15412;25,95;-9,069829686;38,99312108
27/03/2021;4;149;15412;25,95;-9,069829686;38,99312108
28/03/2021;4;149;15412;25,95;-9,069829686;38,99312108
29/03/2021;5;149;15412;32,44;-9,069829686;38,99312108
