t;ncases;oid_;pop19;tx;lon;lat
01/09/2020;9;1;46075;19,53;-8,416663019;40,57429256
02/09/2020;8;1;46075;17,36;-8,416663019;40,57429256
03/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
04/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
05/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
06/09/2020;12;1;46075;26,04;-8,416663019;40,57429256
07/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
08/09/2020;14;1;46075;30,39;-8,416663019;40,57429256
09/09/2020;14;1;46075;30,39;-8,416663019;40,57429256
10/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
11/09/2020;13;1;46075;28,21;-8,416663019;40,57429256
12/09/2020;11;1;46075;23,87;-8,416663019;40,57429256
13/09/2020;11;1;46075;23,87;-8,416663019;40,57429256
01/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
02/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
03/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
04/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
05/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
06/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
07/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
08/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
09/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
10/09/2020;2;2;24144;8,28;-8,479691604;40,69278595
11/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
12/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
13/09/2020;1;2;24144;4,14;-8,479691604;40,69278595
01/09/2020;3;3;27258;11,01;-8,442862221;40,45120394
02/09/2020;4;3;27258;14,67;-8,442862221;40,45120394
03/09/2020;6;3;27258;22,01;-8,442862221;40,45120394
04/09/2020;6;3;27258;22,01;-8,442862221;40,45120394
05/09/2020;6;3;27258;22,01;-8,442862221;40,45120394
06/09/2020;6;3;27258;22,01;-8,442862221;40,45120394
07/09/2020;7;3;27258;25,68;-8,442862221;40,45120394
08/09/2020;7;3;27258;25,68;-8,442862221;40,45120394
09/09/2020;7;3;27258;25,68;-8,442862221;40,45120394
10/09/2020;8;3;27258;29,35;-8,442862221;40,45120394
11/09/2020;8;3;27258;29,35;-8,442862221;40,45120394
12/09/2020;8;3;27258;29,35;-8,442862221;40,45120394
13/09/2020;9;3;27258;33,02;-8,442862221;40,45120394
01/09/2020;149;4;20720;719,11;-8,273927031;40,93693217
02/09/2020;155;4;20720;748,07;-8,273927031;40,93693217
03/09/2020;166;4;20720;801,16;-8,273927031;40,93693217
04/09/2020;176;4;20720;849,42;-8,273927031;40,93693217
05/09/2020;183;4;20720;883,2;-8,273927031;40,93693217
06/09/2020;183;4;20720;883,2;-8,273927031;40,93693217
07/09/2020;187;4;20720;902,51;-8,273927031;40,93693217
08/09/2020;191;4;20720;921,81;-8,273927031;40,93693217
09/09/2020;197;4;20720;950,77;-8,273927031;40,93693217
10/09/2020;173;4;20720;834,94;-8,273927031;40,93693217
11/09/2020;164;4;20720;791,51;-8,273927031;40,93693217
12/09/2020;98;4;20720;472,97;-8,273927031;40,93693217
13/09/2020;98;4;20720;472,97;-8,273927031;40,93693217
01/09/2020;11;5;78734;13,97;-8,613134977;40,63041864
02/09/2020;10;5;78734;12,7;-8,613134977;40,63041864
03/09/2020;11;5;78734;13,97;-8,613134977;40,63041864
04/09/2020;11;5;78734;13,97;-8,613134977;40,63041864
05/09/2020;11;5;78734;13,97;-8,613134977;40,63041864
06/09/2020;12;5;78734;15,24;-8,613134977;40,63041864
07/09/2020;18;5;78734;22,86;-8,613134977;40,63041864
08/09/2020;20;5;78734;25,4;-8,613134977;40,63041864
09/09/2020;24;5;78734;30,48;-8,613134977;40,63041864
10/09/2020;28;5;78734;35,56;-8,613134977;40,63041864
11/09/2020;25;5;78734;31,75;-8,613134977;40,63041864
12/09/2020;24;5;78734;30,48;-8,613134977;40,63041864
13/09/2020;23;5;78734;29,21;-8,613134977;40,63041864
01/09/2020;10;6;15454;64,71;-8,284622381;41,05403522
02/09/2020;9;6;15454;58,24;-8,284622381;41,05403522
03/09/2020;10;6;15454;64,71;-8,284622381;41,05403522
04/09/2020;13;6;15454;84,12;-8,284622381;41,05403522
05/09/2020;13;6;15454;84,12;-8,284622381;41,05403522
06/09/2020;14;6;15454;90,59;-8,284622381;41,05403522
07/09/2020;15;6;15454;97,06;-8,284622381;41,05403522
08/09/2020;14;6;15454;90,59;-8,284622381;41,05403522
09/09/2020;11;6;15454;71,18;-8,284622381;41,05403522
10/09/2020;13;6;15454;84,12;-8,284622381;41,05403522
11/09/2020;11;6;15454;71,18;-8,284622381;41,05403522
12/09/2020;11;6;15454;71,18;-8,284622381;41,05403522
13/09/2020;11;6;15454;71,18;-8,284622381;41,05403522
01/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
02/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
03/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
04/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
05/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
06/09/2020;2;7;29516;6,78;-8,614154939;41,00810172
07/09/2020;3;7;29516;10,16;-8,614154939;41,00810172
08/09/2020;3;7;29516;10,16;-8,614154939;41,00810172
09/09/2020;5;7;29516;16,94;-8,614154939;41,00810172
10/09/2020;6;7;29516;20,33;-8,614154939;41,00810172
11/09/2020;6;7;29516;20,33;-8,614154939;41,00810172
12/09/2020;7;7;29516;23,72;-8,614154939;41,00810172
13/09/2020;10;7;29516;33,88;-8,614154939;41,00810172
01/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
02/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
03/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
04/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
05/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
06/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
07/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
08/09/2020;1;8;26006;3,85;-8,579550118;40,76108652
09/09/2020;2;8;26006;7,69;-8,579550118;40,76108652
10/09/2020;2;8;26006;7,69;-8,579550118;40,76108652
11/09/2020;2;8;26006;7,69;-8,579550118;40,76108652
12/09/2020;2;8;26006;7,69;-8,579550118;40,76108652
13/09/2020;2;8;26006;7,69;-8,579550118;40,76108652
01/09/2020;37;9;138636;26,69;-8,549169011;40,95385036
02/09/2020;40;9;138636;28,85;-8,549169011;40,95385036
03/09/2020;41;9;138636;29,57;-8,549169011;40,95385036
04/09/2020;46;9;138636;33,18;-8,549169011;40,95385036
05/09/2020;45;9;138636;32,46;-8,549169011;40,95385036
06/09/2020;54;9;138636;38,95;-8,549169011;40,95385036
07/09/2020;55;9;138636;39,67;-8,549169011;40,95385036
08/09/2020;51;9;138636;36,79;-8,549169011;40,95385036
09/09/2020;54;9;138636;38,95;-8,549169011;40,95385036
10/09/2020;56;9;138636;40,39;-8,549169011;40,95385036
11/09/2020;54;9;138636;38,95;-8,549169011;40,95385036
12/09/2020;55;9;138636;39,67;-8,549169011;40,95385036
13/09/2020;56;9;138636;40,39;-8,549169011;40,95385036
01/09/2020;5;10;38699;12,92;-8,716050247;40,63859927
02/09/2020;5;10;38699;12,92;-8,716050247;40,63859927
03/09/2020;6;10;38699;15,5;-8,716050247;40,63859927
04/09/2020;11;10;38699;28,42;-8,716050247;40,63859927
05/09/2020;11;10;38699;28,42;-8,716050247;40,63859927
06/09/2020;12;10;38699;31,01;-8,716050247;40,63859927
07/09/2020;14;10;38699;36,18;-8,716050247;40,63859927
08/09/2020;17;10;38699;43,93;-8,716050247;40,63859927
09/09/2020;17;10;38699;43,93;-8,716050247;40,63859927
10/09/2020;19;10;38699;49,1;-8,716050247;40,63859927
11/09/2020;18;10;38699;46,51;-8,716050247;40,63859927
12/09/2020;18;10;38699;46,51;-8,716050247;40,63859927
13/09/2020;21;10;38699;54,26;-8,716050247;40,63859927
01/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
02/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
03/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
04/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
05/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
06/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
07/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
08/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
09/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
10/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
11/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
12/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
13/09/2020;1;11;19914;5,02;-8,443148666;40,38204685
01/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
02/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
03/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
04/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
05/09/2020;2;12;10279;19,46;-8,654168639;40,73611382
06/09/2020;2;12;10279;19,46;-8,654168639;40,73611382
07/09/2020;2;12;10279;19,46;-8,654168639;40,73611382
08/09/2020;2;12;10279;19,46;-8,654168639;40,73611382
09/09/2020;2;12;10279;19,46;-8,654168639;40,73611382
10/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
11/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
12/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
13/09/2020;1;12;10279;9,73;-8,654168639;40,73611382
01/09/2020;27;13;66011;40,9;-8,484569726;40,84285344
02/09/2020;29;13;66011;43,93;-8,484569726;40,84285344
03/09/2020;30;13;66011;45,45;-8,484569726;40,84285344
04/09/2020;29;13;66011;43,93;-8,484569726;40,84285344
05/09/2020;30;13;66011;45,45;-8,484569726;40,84285344
06/09/2020;29;13;66011;43,93;-8,484569726;40,84285344
07/09/2020;28;13;66011;42,42;-8,484569726;40,84285344
08/09/2020;24;13;66011;36,36;-8,484569726;40,84285344
09/09/2020;14;13;66011;21,21;-8,484569726;40,84285344
10/09/2020;18;13;66011;27,27;-8,484569726;40,84285344
11/09/2020;24;13;66011;36,36;-8,484569726;40,84285344
12/09/2020;26;13;66011;39,39;-8,484569726;40,84285344
13/09/2020;26;13;66011;39,39;-8,484569726;40,84285344
01/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
02/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
03/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
04/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
05/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
06/09/2020;0;14;24277;0;-8,543188926;40,53743763
07/09/2020;0;14;24277;0;-8,543188926;40,53743763
08/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
09/09/2020;1;14;24277;4,12;-8,543188926;40,53743763
10/09/2020;2;14;24277;8,24;-8,543188926;40,53743763
11/09/2020;2;14;24277;8,24;-8,543188926;40,53743763
12/09/2020;2;14;24277;8,24;-8,543188926;40,53743763
13/09/2020;3;14;24277;12,36;-8,543188926;40,53743763
01/09/2020;5;15;54260;9,21;-8,625162755;40,86499432
02/09/2020;5;15;54260;9,21;-8,625162755;40,86499432
03/09/2020;4;15;54260;7,37;-8,625162755;40,86499432
04/09/2020;4;15;54260;7,37;-8,625162755;40,86499432
05/09/2020;4;15;54260;7,37;-8,625162755;40,86499432
06/09/2020;4;15;54260;7,37;-8,625162755;40,86499432
07/09/2020;7;15;54260;12,9;-8,625162755;40,86499432
08/09/2020;7;15;54260;12,9;-8,625162755;40,86499432
09/09/2020;7;15;54260;12,9;-8,625162755;40,86499432
10/09/2020;9;15;54260;16,59;-8,625162755;40,86499432
11/09/2020;9;15;54260;16,59;-8,625162755;40,86499432
12/09/2020;10;15;54260;18,43;-8,625162755;40,86499432
13/09/2020;9;15;54260;16,59;-8,625162755;40,86499432
01/09/2020;8;16;21958;36,43;-8,490365712;40,89563069
02/09/2020;5;16;21958;22,77;-8,490365712;40,89563069
03/09/2020;7;16;21958;31,88;-8,490365712;40,89563069
04/09/2020;8;16;21958;36,43;-8,490365712;40,89563069
05/09/2020;8;16;21958;36,43;-8,490365712;40,89563069
06/09/2020;8;16;21958;36,43;-8,490365712;40,89563069
07/09/2020;9;16;21958;40,99;-8,490365712;40,89563069
08/09/2020;11;16;21958;50,1;-8,490365712;40,89563069
09/09/2020;12;16;21958;54,65;-8,490365712;40,89563069
10/09/2020;13;16;21958;59,2;-8,490365712;40,89563069
11/09/2020;15;16;21958;68,31;-8,490365712;40,89563069
12/09/2020;17;16;21958;77,42;-8,490365712;40,89563069
13/09/2020;17;16;21958;77,42;-8,490365712;40,89563069
01/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
02/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
03/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
04/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
05/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
06/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
07/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
08/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
09/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
10/09/2020;1;17;11331;8,83;-8,378849506;40,73111716
11/09/2020;2;17;11331;17,65;-8,378849506;40,73111716
12/09/2020;2;17;11331;17,65;-8,378849506;40,73111716
13/09/2020;2;17;11331;17,65;-8,378849506;40,73111716
01/09/2020;0;18;22740;0;-8,684550154;40,50626705
02/09/2020;0;18;22740;0;-8,684550154;40,50626705
03/09/2020;0;18;22740;0;-8,684550154;40,50626705
04/09/2020;0;18;22740;0;-8,684550154;40,50626705
05/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
06/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
07/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
08/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
09/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
10/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
11/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
12/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
13/09/2020;1;18;22740;4,4;-8,684550154;40,50626705
01/09/2020;1;19;21327;4,69;-8,37571794;40,81784237
02/09/2020;1;19;21327;4,69;-8,37571794;40,81784237
03/09/2020;2;19;21327;9,38;-8,37571794;40,81784237
04/09/2020;2;19;21327;9,38;-8,37571794;40,81784237
05/09/2020;2;19;21327;9,38;-8,37571794;40,81784237
06/09/2020;2;19;21327;9,38;-8,37571794;40,81784237
07/09/2020;2;19;21327;9,38;-8,37571794;40,81784237
08/09/2020;5;19;21327;23,44;-8,37571794;40,81784237
09/09/2020;6;19;21327;28,13;-8,37571794;40,81784237
10/09/2020;6;19;21327;28,13;-8,37571794;40,81784237
11/09/2020;7;19;21327;32,82;-8,37571794;40,81784237
12/09/2020;9;19;21327;42,2;-8,37571794;40,81784237
13/09/2020;9;19;21327;42,2;-8,37571794;40,81784237
01/09/2020;0;20;8247;0;-8,149534065;37,87596365
02/09/2020;0;20;8247;0;-8,149534065;37,87596365
03/09/2020;0;20;8247;0;-8,149534065;37,87596365
04/09/2020;0;20;8247;0;-8,149534065;37,87596365
05/09/2020;0;20;8247;0;-8,149534065;37,87596365
06/09/2020;0;20;8247;0;-8,149534065;37,87596365
07/09/2020;1;20;8247;12,13;-8,149534065;37,87596365
08/09/2020;1;20;8247;12,13;-8,149534065;37,87596365
09/09/2020;1;20;8247;12,13;-8,149534065;37,87596365
10/09/2020;1;20;8247;12,13;-8,149534065;37,87596365
11/09/2020;1;20;8247;12,13;-8,149534065;37,87596365
12/09/2020;2;20;8247;24,25;-8,149534065;37,87596365
13/09/2020;2;20;8247;24,25;-8,149534065;37,87596365
01/09/2020;0;21;6725;0;-8,034677508;37,50894702
02/09/2020;0;21;6725;0;-8,034677508;37,50894702
03/09/2020;0;21;6725;0;-8,034677508;37,50894702
04/09/2020;0;21;6725;0;-8,034677508;37,50894702
05/09/2020;0;21;6725;0;-8,034677508;37,50894702
06/09/2020;0;21;6725;0;-8,034677508;37,50894702
07/09/2020;0;21;6725;0;-8,034677508;37,50894702
08/09/2020;0;21;6725;0;-8,034677508;37,50894702
09/09/2020;0;21;6725;0;-8,034677508;37,50894702
10/09/2020;0;21;6725;0;-8,034677508;37,50894702
11/09/2020;0;21;6725;0;-8,034677508;37,50894702
12/09/2020;0;21;6725;0;-8,034677508;37,50894702
13/09/2020;0;21;6725;0;-8,034677508;37,50894702
01/09/2020;0;22;2477;0;-8,00592701;38,22222919
02/09/2020;0;22;2477;0;-8,00592701;38,22222919
03/09/2020;0;22;2477;0;-8,00592701;38,22222919
04/09/2020;0;22;2477;0;-8,00592701;38,22222919
05/09/2020;0;22;2477;0;-8,00592701;38,22222919
06/09/2020;0;22;2477;0;-8,00592701;38,22222919
07/09/2020;0;22;2477;0;-8,00592701;38,22222919
08/09/2020;0;22;2477;0;-8,00592701;38,22222919
09/09/2020;0;22;2477;0;-8,00592701;38,22222919
10/09/2020;0;22;2477;0;-8,00592701;38,22222919
11/09/2020;0;22;2477;0;-8,00592701;38,22222919
12/09/2020;0;22;2477;0;-8,00592701;38,22222919
13/09/2020;0;22;2477;0;-8,00592701;38,22222919
01/09/2020;0;23;1634;0;-7,052202028;38,14819407
02/09/2020;0;23;1634;0;-7,052202028;38,14819407
03/09/2020;0;23;1634;0;-7,052202028;38,14819407
04/09/2020;0;23;1634;0;-7,052202028;38,14819407
05/09/2020;0;23;1634;0;-7,052202028;38,14819407
06/09/2020;0;23;1634;0;-7,052202028;38,14819407
07/09/2020;0;23;1634;0;-7,052202028;38,14819407
08/09/2020;0;23;1634;0;-7,052202028;38,14819407
09/09/2020;0;23;1634;0;-7,052202028;38,14819407
10/09/2020;0;23;1634;0;-7,052202028;38,14819407
11/09/2020;0;23;1634;0;-7,052202028;38,14819407
12/09/2020;0;23;1634;0;-7,052202028;38,14819407
13/09/2020;0;23;1634;0;-7,052202028;38,14819407
01/09/2020;1;24;33579;2,98;-7,902990779;38,01176837
02/09/2020;1;24;33579;2,98;-7,902990779;38,01176837
03/09/2020;1;24;33579;2,98;-7,902990779;38,01176837
04/09/2020;2;24;33579;5,96;-7,902990779;38,01176837
05/09/2020;1;24;33579;2,98;-7,902990779;38,01176837
06/09/2020;3;24;33579;8,93;-7,902990779;38,01176837
07/09/2020;3;24;33579;8,93;-7,902990779;38,01176837
08/09/2020;3;24;33579;8,93;-7,902990779;38,01176837
09/09/2020;3;24;33579;8,93;-7,902990779;38,01176837
10/09/2020;3;24;33579;8,93;-7,902990779;38,01176837
11/09/2020;4;24;33579;11,91;-7,902990779;38,01176837
12/09/2020;5;24;33579;14,89;-7,902990779;38,01176837
13/09/2020;9;24;33579;26,8;-7,902990779;38,01176837
01/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
02/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
03/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
04/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
05/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
06/09/2020;3;25;6949;43,17;-8,09109171;37,71276782
07/09/2020;1;25;6949;14,39;-8,09109171;37,71276782
08/09/2020;1;25;6949;14,39;-8,09109171;37,71276782
09/09/2020;1;25;6949;14,39;-8,09109171;37,71276782
10/09/2020;0;25;6949;0;-8,09109171;37,71276782
11/09/2020;0;25;6949;0;-8,09109171;37,71276782
12/09/2020;0;25;6949;0;-8,09109171;37,71276782
13/09/2020;0;25;6949;0;-8,09109171;37,71276782
01/09/2020;0;26;4595;0;-7,892094005;38,17570225
02/09/2020;0;26;4595;0;-7,892094005;38,17570225
03/09/2020;0;26;4595;0;-7,892094005;38,17570225
04/09/2020;0;26;4595;0;-7,892094005;38,17570225
05/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
06/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
07/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
08/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
09/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
10/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
11/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
12/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
13/09/2020;1;26;4595;21,76;-7,892094005;38,17570225
01/09/2020;0;27;7845;0;-8,189158639;38,04130442
02/09/2020;0;27;7845;0;-8,189158639;38,04130442
03/09/2020;0;27;7845;0;-8,189158639;38,04130442
04/09/2020;0;27;7845;0;-8,189158639;38,04130442
05/09/2020;0;27;7845;0;-8,189158639;38,04130442
06/09/2020;0;27;7845;0;-8,189158639;38,04130442
07/09/2020;0;27;7845;0;-8,189158639;38,04130442
08/09/2020;0;27;7845;0;-8,189158639;38,04130442
09/09/2020;0;27;7845;0;-8,189158639;38,04130442
10/09/2020;0;27;7845;0;-8,189158639;38,04130442
11/09/2020;0;27;7845;0;-8,189158639;38,04130442
12/09/2020;0;27;7845;0;-8,189158639;38,04130442
13/09/2020;0;27;7845;0;-8,189158639;38,04130442
01/09/2020;3;28;6142;48,84;-7,666483651;37,70173769
02/09/2020;5;28;6142;81,41;-7,666483651;37,70173769
03/09/2020;5;28;6142;81,41;-7,666483651;37,70173769
04/09/2020;5;28;6142;81,41;-7,666483651;37,70173769
05/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
06/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
07/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
08/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
09/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
10/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
11/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
12/09/2020;6;28;6142;97,69;-7,666483651;37,70173769
13/09/2020;3;28;6142;48,84;-7,666483651;37,70173769
01/09/2020;4;29;13718;29,16;-7,400772177;38,13213549
02/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
03/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
04/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
05/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
06/09/2020;6;29;13718;43,74;-7,400772177;38,13213549
07/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
08/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
09/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
10/09/2020;5;29;13718;36,45;-7,400772177;38,13213549
11/09/2020;4;29;13718;29,16;-7,400772177;38,13213549
12/09/2020;4;29;13718;29,16;-7,400772177;38,13213549
13/09/2020;2;29;13718;14,58;-7,400772177;38,13213549
01/09/2020;9;30;24717;36,41;-8,604634466;37,61475681
02/09/2020;9;30;24717;36,41;-8,604634466;37,61475681
03/09/2020;9;30;24717;36,41;-8,604634466;37,61475681
04/09/2020;7;30;24717;28,32;-8,604634466;37,61475681
05/09/2020;18;30;24717;72,82;-8,604634466;37,61475681
06/09/2020;18;30;24717;72,82;-8,604634466;37,61475681
07/09/2020;18;30;24717;72,82;-8,604634466;37,61475681
08/09/2020;23;30;24717;93,05;-8,604634466;37,61475681
09/09/2020;24;30;24717;97,1;-8,604634466;37,61475681
10/09/2020;26;30;24717;105,19;-8,604634466;37,61475681
11/09/2020;25;30;24717;101,14;-8,604634466;37,61475681
12/09/2020;23;30;24717;93,05;-8,604634466;37,61475681
13/09/2020;27;30;24717;109,24;-8,604634466;37,61475681
01/09/2020;0;31;4607;0;-8,244514183;37,644975
02/09/2020;0;31;4607;0;-8,244514183;37,644975
03/09/2020;0;31;4607;0;-8,244514183;37,644975
04/09/2020;0;31;4607;0;-8,244514183;37,644975
05/09/2020;0;31;4607;0;-8,244514183;37,644975
06/09/2020;0;31;4607;0;-8,244514183;37,644975
07/09/2020;0;31;4607;0;-8,244514183;37,644975
08/09/2020;0;31;4607;0;-8,244514183;37,644975
09/09/2020;0;31;4607;0;-8,244514183;37,644975
10/09/2020;0;31;4607;0;-8,244514183;37,644975
11/09/2020;0;31;4607;0;-8,244514183;37,644975
12/09/2020;0;31;4607;0;-8,244514183;37,644975
13/09/2020;1;31;4607;21,71;-8,244514183;37,644975
01/09/2020;0;32;14304;0;-7,555783942;37,88586578
02/09/2020;0;32;14304;0;-7,555783942;37,88586578
03/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
04/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
05/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
06/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
07/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
08/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
09/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
10/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
11/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
12/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
13/09/2020;1;32;14304;6,99;-7,555783942;37,88586578
01/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
02/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
03/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
04/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
05/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
06/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
07/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
08/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
09/09/2020;1;33;5510;18,15;-7,784505794;38,21813728
10/09/2020;0;33;5510;0;-7,784505794;38,21813728
11/09/2020;0;33;5510;0;-7,784505794;38,21813728
12/09/2020;0;33;5510;0;-7,784505794;38,21813728
13/09/2020;0;33;5510;0;-7,784505794;38,21813728
01/09/2020;7;34;18129;38,61;-8,36545846;41,62665585
02/09/2020;11;34;18129;60,68;-8,36545846;41,62665585
03/09/2020;10;34;18129;55,16;-8,36545846;41,62665585
04/09/2020;10;34;18129;55,16;-8,36545846;41,62665585
05/09/2020;9;34;18129;49,64;-8,36545846;41,62665585
06/09/2020;8;34;18129;44,13;-8,36545846;41,62665585
07/09/2020;8;34;18129;44,13;-8,36545846;41,62665585
08/09/2020;8;34;18129;44,13;-8,36545846;41,62665585
09/09/2020;12;34;18129;66,19;-8,36545846;41,62665585
10/09/2020;13;34;18129;71,71;-8,36545846;41,62665585
11/09/2020;13;34;18129;71,71;-8,36545846;41,62665585
12/09/2020;14;34;18129;77,22;-8,36545846;41,62665585
13/09/2020;13;34;18129;71,71;-8,36545846;41,62665585
01/09/2020;12;35;116187;10,33;-8,608735657;41,54441713
02/09/2020;11;35;116187;9,47;-8,608735657;41,54441713
03/09/2020;12;35;116187;10,33;-8,608735657;41,54441713
04/09/2020;12;35;116187;10,33;-8,608735657;41,54441713
05/09/2020;14;35;116187;12,05;-8,608735657;41,54441713
06/09/2020;13;35;116187;11,19;-8,608735657;41,54441713
07/09/2020;14;35;116187;12,05;-8,608735657;41,54441713
08/09/2020;14;35;116187;12,05;-8,608735657;41,54441713
09/09/2020;15;35;116187;12,91;-8,608735657;41,54441713
10/09/2020;19;35;116187;16,35;-8,608735657;41,54441713
11/09/2020;20;35;116187;17,21;-8,608735657;41,54441713
12/09/2020;34;35;116187;29,26;-8,608735657;41,54441713
13/09/2020;42;35;116187;36,15;-8,608735657;41,54441713
01/09/2020;86;36;182679;47,08;-8,419101035;41,54321649
02/09/2020;83;36;182679;45,43;-8,419101035;41,54321649
